algorithm,objective,dims,seed,win,clicks,time_ms,guesses,completion,time_per_click_ms,completion_per_click,guess_rate
global_sat,MaxInformation,5x5x5,13,True,55,3569,1,100.0,64.89090909090909,1.8181818181818181,0.01818181818181818
partitioned_sat,MinDistance,5x5x5,13,True,54,1685,1,100.0,31.203703703703702,1.8518518518518519,0.018518518518518517
partitioned_sat,MinRotation,5x5x5,13,True,61,1723,1,100.0,28.24590163934426,1.639344262295082,0.01639344262295082
partitioned_sat,MaxInformation,5x5x5,13,True,56,3071,1,100.0,54.839285714285715,1.7857142857142858,0.017857142857142856
scip_solver,MinDistance,5x5x5,13,True,56,19197,1,100.0,342.80357142857144,1.7857142857142858,0.017857142857142856
scip_solver,MinRotation,5x5x5,13,True,56,14194,1,100.0,253.46428571428572,1.7857142857142858,0.017857142857142856
scip_solver,MaxInformation,5x5x5,13,True,35,11964,1,100.0,341.8285714285714,2.857142857142857,0.02857142857142857
greedy,MinDistance,5x5x5,14,False,18,5,18,74.8,0.2777777777777778,4.155555555555555,1.0
greedy,MinRotation,5x5x5,14,False,18,4,18,74.8,0.2222222222222222,4.155555555555555,1.0
greedy,MaxInformation,5x5x5,14,False,6,2,6,49.59,0.3333333333333333,8.265,1.0
exact_solver,MinDistance,5x5x5,14,False,42,510,3,94.31,12.142857142857142,2.2454761904761904,0.07142857142857142
exact_solver,MinRotation,5x5x5,14,False,41,502,4,95.12,12.24390243902439,2.3200000000000003,0.0975609756097561
exact_solver,MaxInformation,5x5x5,14,False,6,28,3,49.59,4.666666666666667,8.265,0.5
global_sat,MinDistance,5x5x5,14,True,45,1520,1,100.0,33.77777777777778,2.2222222222222223,0.022222222222222223
global_sat,MinRotation,5x5x5,14,True,46,1098,1,100.0,23.869565217391305,2.1739130434782608,0.021739130434782608
global_sat,MaxInformation,5x5x5,14,True,47,3625,1,100.0,77.12765957446808,2.127659574468085,0.02127659574468085
partitioned_sat,MinDistance,5x5x5,14,True,49,1076,1,100.0,21.959183673469386,2.0408163265306123,0.02040816326530612
partitioned_sat,MinRotation,5x5x5,14,True,46,524,1,100.0,11.391304347826088,2.1739130434782608,0.021739130434782608
partitioned_sat,MaxInformation,5x5x5,14,True,51,3272,1,100.0,64.15686274509804,1.9607843137254901,0.0196078431372549
scip_solver,MinDistance,5x5x5,14,True,47,11661,1,100.0,248.10638297872342,2.127659574468085,0.02127659574468085
scip_solver,MinRotation,5x5x5,14,True,43,9765,1,100.0,227.09302325581396,2.3255813953488373,0.023255813953488372
scip_solver,MaxInformation,5x5x5,14,True,47,16177,1,100.0,344.1914893617021,2.127659574468085,0.02127659574468085
greedy,MinDistance,5x5x5,15,False,9,5,9,31.71,0.5555555555555556,3.5233333333333334,1.0
greedy,MinRotation,5x5x5,15,False,4,2,4,14.63,0.5,3.6575,1.0
greedy,MaxInformation,5x5x5,15,False,4,2,4,49.59,0.5,12.3975,1.0
exact_solver,MinDistance,5x5x5,15,False,3,3,3,13.82,1.0,4.6066666666666665,1.0
exact_solver,MinRotation,5x5x5,15,False,2,1,2,13.01,0.5,6.505,1.0
exact_solver,MaxInformation,5x5x5,15,False,27,370,11,89.43,13.703703703703704,3.3122222222222226,0.4074074074074074
global_sat,MinDistance,5x5x5,15,False,44,1781,2,99.19,40.47727272727273,2.254318181818182,0.045454545454545456
global_sat,MinRotation,5x5x5,15,False,46,1611,2,99.19,35.02173913043478,2.156304347826087,0.043478260869565216
global_sat,MaxInformation,5x5x5,15,False,46,3150,2,99.19,68.47826086956522,2.156304347826087,0.043478260869565216
partitioned_sat,MinDistance,5x5x5,15,False,44,1203,2,99.19,27.34090909090909,2.254318181818182,0.045454545454545456
partitioned_sat,MinRotation,5x5x5,15,False,47,1102,2,99.19,23.4468085106383,2.1104255319148937,0.0425531914893617
partitioned_sat,MaxInformation,5x5x5,15,False,51,2848,2,99.19,55.84313725490196,1.9449019607843137,0.0392156862745098
scip_solver,MinDistance,5x5x5,15,False,48,12408,2,99.19,258.5,2.0664583333333333,0.041666666666666664
scip_solver,MinRotation,5x5x5,15,False,48,12671,2,99.19,263.9791666666667,2.0664583333333333,0.041666666666666664
scip_solver,MaxInformation,5x5x5,15,True,41,12846,3,100.0,313.3170731707317,2.4390243902439024,0.07317073170731707
greedy,MinDistance,5x5x5,16,False,4,2,4,6.5,0.5,1.625,1.0
greedy,MinRotation,5x5x5,16,False,5,2,5,7.32,0.4,1.464,1.0
greedy,MaxInformation,5x5x5,16,False,3,1,3,27.64,0.3333333333333333,9.213333333333333,1.0
exact_solver,MinDistance,5x5x5,16,False,32,286,7,68.29,8.9375,2.1340625,0.21875
exact_solver,MinRotation,5x5x5,16,False,2,0,2,4.88,0.0,2.44,1.0
exact_solver,MaxInformation,5x5x5,16,False,37,338,8,69.11,9.135135135135135,1.8678378378378377,0.21621621621621623
global_sat,MinDistance,5x5x5,16,False,2,1,2,4.88,0.5,2.44,1.0
global_sat,MinRotation,5x5x5,16,False,2,1,2,4.88,0.5,2.44,1.0
global_sat,MaxInformation,5x5x5,16,False,2,1,2,4.88,0.5,2.44,1.0
partitioned_sat,MinDistance,5x5x5,16,False,2,1,2,4.88,0.5,2.44,1.0
partitioned_sat,MinRotation,5x5x5,16,False,2,1,2,4.88,0.5,2.44,1.0
partitioned_sat,MaxInformation,5x5x5,16,False,2,1,2,4.88,0.5,2.44,1.0
scip_solver,MinDistance,5x5x5,16,True,58,16055,2,100.0,276.8103448275862,1.7241379310344827,0.034482758620689655
scip_solver,MinRotation,5x5x5,16,False,2,83,2,4.88,41.5,2.44,1.0
scip_solver,MaxInformation,5x5x5,16,True,57,18588,1,100.0,326.10526315789474,1.7543859649122806,0.017543859649122806
greedy,MinDistance,5x5x5,17,False,2,1,2,37.4,0.5,18.7,1.0
greedy,MinRotation,5x5x5,17,False,2,0,2,37.4,0.0,18.7,1.0
greedy,MaxInformation,5x5x5,17,False,6,2,6,43.09,0.3333333333333333,7.1816666666666675,1.0
exact_solver,MinDistance,5x5x5,17,False,7,28,4,41.46,4.0,5.922857142857143,0.5714285714285714
exact_solver,MinRotation,5x5x5,17,False,5,17,2,39.84,3.4,7.968000000000001,0.4
exact_solver,MaxInformation,5x5x5,17,False,51,922,4,98.37,18.07843137254902,1.9288235294117648,0.0784313725490196
global_sat,MinDistance,5x5x5,17,True,48,2454,1,100.0,51.125,2.0833333333333335,0.020833333333333332
global_sat,MinRotation,5x5x5,17,True,39,1462,1,100.0,37.48717948717949,2.5641025641025643,0.02564102564102564
global_sat,MaxInformation,5x5x5,17,True,42,2902,1,100.0,69.0952380952381,2.380952380952381,0.023809523809523808
partitioned_sat,MinDistance,5x5x5,17,True,38,1299,1,100.0,34.18421052631579,2.6315789473684212,0.02631578947368421
partitioned_sat,MinRotation,5x5x5,17,True,45,1376,1,100.0,30.57777777777778,2.2222222222222223,0.022222222222222223
partitioned_sat,MaxInformation,5x5x5,17,True,40,2670,1,100.0,66.75,2.5,0.025
scip_solver,MinDistance,5x5x5,17,True,39,10050,1,100.0,257.6923076923077,2.5641025641025643,0.02564102564102564
scip_solver,MinRotation,5x5x5,17,True,41,10765,1,100.0,262.5609756097561,2.4390243902439024,0.024390243902439025
scip_solver,MaxInformation,5x5x5,17,True,62,21939,1,100.0,353.85483870967744,1.6129032258064515,0.016129032258064516
greedy,MinDistance,5x5x5,18,False,4,3,4,9.76,0.75,2.44,1.0
greedy,MinRotation,5x5x5,18,False,5,2,5,10.57,0.4,2.114,1.0
greedy,MaxInformation,5x5x5,18,False,4,3,4,21.95,0.75,5.4875,1.0
exact_solver,MinDistance,5x5x5,18,False,5,4,5,10.57,0.8,2.114,1.0
exact_solver,MinRotation,5x5x5,18,False,12,15,3,21.14,1.25,1.7616666666666667,0.25
exact_solver,MaxInformation,5x5x5,18,False,22,234,7,93.5,10.636363636363637,4.25,0.3181818181818182
global_sat,MinDistance,5x5x5,18,True,36,775,2,100.0,21.52777777777778,2.7777777777777777,0.05555555555555555
global_sat,MinRotation,5x5x5,18,True,32,995,2,100.0,31.09375,3.125,0.0625
global_sat,MaxInformation,5x5x5,18,True,37,1080,2,100.0,29.18918918918919,2.7027027027027026,0.05405405405405406
partitioned_sat,MinDistance,5x5x5,18,True,36,603,2,100.0,16.75,2.7777777777777777,0.05555555555555555
partitioned_sat,MinRotation,5x5x5,18,True,32,775,2,100.0,24.21875,3.125,0.0625
partitioned_sat,MaxInformation,5x5x5,18,True,37,875,2,100.0,23.64864864864865,2.7027027027027026,0.05405405405405406
scip_solver,MinDistance,5x5x5,18,True,37,8684,2,100.0,234.7027027027027,2.7027027027027026,0.05405405405405406
scip_solver,MinRotation,5x5x5,18,False,4,609,2,9.76,152.25,2.44,0.5
scip_solver,MaxInformation,5x5x5,18,True,39,9568,1,100.0,245.33333333333334,2.5641025641025643,0.02564102564102564
greedy,MinDistance,5x5x5,19,False,5,2,5,47.15,0.4,9.43,1.0
greedy,MinRotation,5x5x5,19,False,8,2,8,56.1,0.25,7.0125,1.0
greedy,MaxInformation,5x5x5,19,False,3,1,3,50.41,0.3333333333333333,16.80333333333333,1.0
exact_solver,MinDistance,5x5x5,19,False,35,363,2,83.74,10.371428571428572,2.3925714285714283,0.05714285714285714
exact_solver,MinRotation,5x5x5,19,False,36,368,4,85.37,10.222222222222221,2.371388888888889,0.1111111111111111
exact_solver,MaxInformation,5x5x5,19,False,18,114,4,63.41,6.333333333333333,3.522777777777778,0.2222222222222222
global_sat,MinDistance,5x5x5,19,True,55,1730,1,100.0,31.454545454545453,1.8181818181818181,0.01818181818181818
global_sat,MinRotation,5x5x5,19,True,55,1245,1,100.0,22.636363636363637,1.8181818181818181,0.01818181818181818
global_sat,MaxInformation,5x5x5,19,True,60,4462,1,100.0,74.36666666666666,1.6666666666666667,0.016666666666666666
partitioned_sat,MinDistance,5x5x5,19,True,55,1335,1,100.0,24.272727272727273,1.8181818181818181,0.01818181818181818
partitioned_sat,MinRotation,5x5x5,19,True,56,696,1,100.0,12.428571428571429,1.7857142857142858,0.017857142857142856
partitioned_sat,MaxInformation,5x5x5,19,True,55,2749,1,100.0,49.981818181818184,1.8181818181818181,0.01818181818181818
scip_solver,MinDistance,5x5x5,19,True,55,15675,1,100.0,285.0,1.8181818181818181,0.01818181818181818
scip_solver,MinRotation,5x5x5,19,True,56,13073,1,100.0,233.44642857142858,1.7857142857142858,0.017857142857142856
scip_solver,MaxInformation,5x5x5,19,True,41,11920,1,100.0,290.7317073170732,2.4390243902439024,0.024390243902439025
greedy,MinDistance,5x5x5,20,False,13,3,13,54.47,0.23076923076923078,4.1899999999999995,1.0
greedy,MinRotation,5x5x5,20,False,14,3,14,55.28,0.21428571428571427,3.948571428571429,1.0
greedy,MaxInformation,5x5x5,20,False,5,2,5,36.59,0.4,7.3180000000000005,1.0
exact_solver,MinDistance,5x5x5,20,False,22,186,4,61.79,8.454545454545455,2.8086363636363636,0.18181818181818182
exact_solver,MinRotation,5x5x5,20,False,20,162,5,60.16,8.1,3.008,0.25
exact_solver,MaxInformation,5x5x5,20,False,59,928,12,94.31,15.728813559322035,1.5984745762711865,0.2033898305084746
global_sat,MinDistance,5x5x5,20,True,68,2996,1,100.0,44.05882352941177,1.4705882352941178,0.014705882352941176
global_sat,MinRotation,5x5x5,20,True,68,4778,1,100.0,70.26470588235294,1.4705882352941178,0.014705882352941176
global_sat,MaxInformation,5x5x5,20,True,68,5340,1,100.0,78.52941176470588,1.4705882352941178,0.014705882352941176
partitioned_sat,MinDistance,5x5x5,20,True,68,1822,1,100.0,26.794117647058822,1.4705882352941178,0.014705882352941176
partitioned_sat,MinRotation,5x5x5,20,True,68,3135,1,100.0,46.10294117647059,1.4705882352941178,0.014705882352941176
partitioned_sat,MaxInformation,5x5x5,20,True,68,3931,1,100.0,57.80882352941177,1.4705882352941178,0.014705882352941176
scip_solver,MinDistance,5x5x5,20,True,68,21426,1,100.0,315.0882352941176,1.4705882352941178,0.014705882352941176
scip_solver,MinRotation,5x5x5,20,True,68,22963,1,100.0,337.69117647058823,1.4705882352941178,0.014705882352941176
scip_solver,MaxInformation,5x5x5,20,True,62,19828,2,100.0,319.80645161290323,1.6129032258064515,0.03225806451612903
greedy,MinDistance,5x5x5,21,False,13,5,13,32.52,0.38461538461538464,2.5015384615384617,1.0
greedy,MinRotation,5x5x5,21,False,5,2,5,26.02,0.4,5.204,1.0
greedy,MaxInformation,5x5x5,21,False,4,2,4,31.71,0.5,7.9275,1.0
exact_solver,MinDistance,5x5x5,21,False,33,190,2,59.35,5.757575757575758,1.7984848484848486,0.06060606060606061
exact_solver,MinRotation,5x5x5,21,False,34,193,2,59.35,5.676470588235294,1.7455882352941177,0.058823529411764705
exact_solver,MaxInformation,5x5x5,21,False,23,204,6,78.86,8.869565217391305,3.428695652173913,0.2608695652173913
global_sat,MinDistance,5x5x5,21,False,53,2544,2,98.37,48.0,1.8560377358490567,0.03773584905660377
global_sat,MinRotation,5x5x5,21,False,55,1372,2,98.37,24.945454545454545,1.7885454545454547,0.03636363636363636
global_sat,MaxInformation,5x5x5,21,False,57,4038,2,98.37,70.84210526315789,1.7257894736842105,0.03508771929824561
partitioned_sat,MinDistance,5x5x5,21,False,56,2526,2,98.37,45.107142857142854,1.756607142857143,0.03571428571428571
partitioned_sat,MinRotation,5x5x5,21,False,51,871,2,98.37,17.07843137254902,1.9288235294117648,0.0392156862745098
partitioned_sat,MaxInformation,5x5x5,21,False,56,3397,2,98.37,60.660714285714285,1.756607142857143,0.03571428571428571
scip_solver,MinDistance,5x5x5,21,False,55,14606,2,98.37,265.56363636363636,1.7885454545454547,0.03636363636363636
scip_solver,MinRotation,5x5x5,21,True,58,13383,2,100.0,230.74137931034483,1.7241379310344827,0.034482758620689655
scip_solver,MaxInformation,5x5x5,21,True,42,11459,1,100.0,272.8333333333333,2.380952380952381,0.023809523809523808
greedy,MinDistance,5x5x5,22,False,2,1,2,20.33,0.5,10.165,1.0
greedy,MinRotation,5x5x5,22,False,2,0,2,20.33,0.0,10.165,1.0
greedy,MaxInformation,5x5x5,22,False,9,5,9,28.46,0.5555555555555556,3.1622222222222223,1.0
exact_solver,MinDistance,5x5x5,22,False,5,7,2,22.76,1.4,4.5520000000000005,0.4
exact_solver,MinRotation,5x5x5,22,False,7,11,4,24.39,1.5714285714285714,3.4842857142857144,0.5714285714285714
exact_solver,MaxInformation,5x5x5,22,False,60,1052,10,97.56,17.533333333333335,1.6260000000000001,0.16666666666666666
global_sat,MinDistance,5x5x5,22,False,7,61,2,24.39,8.714285714285714,3.4842857142857144,0.2857142857142857
global_sat,MinRotation,5x5x5,22,False,7,59,2,24.39,8.428571428571429,3.4842857142857144,0.2857142857142857
global_sat,MaxInformation,5x5x5,22,False,7,62,2,24.39,8.857142857142858,3.4842857142857144,0.2857142857142857
partitioned_sat,MinDistance,5x5x5,22,False,7,24,2,24.39,3.4285714285714284,3.4842857142857144,0.2857142857142857
partitioned_sat,MinRotation,5x5x5,22,False,7,24,2,24.39,3.4285714285714284,3.4842857142857144,0.2857142857142857
partitioned_sat,MaxInformation,5x5x5,22,False,7,25,2,24.39,3.5714285714285716,3.4842857142857144,0.2857142857142857
scip_solver,MinDistance,5x5x5,22,False,7,1144,2,24.39,163.42857142857142,3.4842857142857144,0.2857142857142857
scip_solver,MinRotation,5x5x5,22,True,74,18531,2,100.0,250.4189189189189,1.3513513513513513,0.02702702702702703
scip_solver,MaxInformation,5x5x5,22,True,71,23601,1,100.0,332.40845070422534,1.408450704225352,0.014084507042253521
greedy,MinDistance,5x5x5,23,False,16,5,16,51.22,0.3125,3.20125,1.0
greedy,MinRotation,5x5x5,23,False,14,4,14,49.59,0.2857142857142857,3.5421428571428573,1.0
greedy,MaxInformation,5x5x5,23,False,5,2,5,50.41,0.4,10.081999999999999,1.0
exact_solver,MinDistance,5x5x5,23,False,30,219,2,55.28,7.3,1.8426666666666667,0.06666666666666667
exact_solver,MinRotation,5x5x5,23,False,34,272,3,58.54,8.0,1.7217647058823529,0.08823529411764706
exact_solver,MaxInformation,5x5x5,23,False,10,55,3,58.54,5.5,5.854,0.3
global_sat,MinDistance,5x5x5,23,True,74,5045,1,100.0,68.17567567567568,1.3513513513513513,0.013513513513513514
global_sat,MinRotation,5x5x5,23,True,68,2985,1,100.0,43.89705882352941,1.4705882352941178,0.014705882352941176
global_sat,MaxInformation,5x5x5,23,True,74,7744,1,100.0,104.64864864864865,1.3513513513513513,0.013513513513513514
partitioned_sat,MinDistance,5x5x5,23,True,75,5515,1,100.0,73.53333333333333,1.3333333333333333,0.013333333333333334
partitioned_sat,MinRotation,5x5x5,23,True,69,2167,1,100.0,31.405797101449274,1.4492753623188406,0.014492753623188406
partitioned_sat,MaxInformation,5x5x5,23,True,76,6810,1,100.0,89.60526315789474,1.3157894736842106,0.013157894736842105
scip_solver,MinDistance,5x5x5,23,True,73,23222,1,100.0,318.1095890410959,1.36986301369863,0.0136986301369863
scip_solver,MinRotation,5x5x5,23,True,69,18097,1,100.0,262.27536231884056,1.4492753623188406,0.014492753623188406
scip_solver,MaxInformation,5x5x5,23,False,33,9114,2,99.19,276.1818181818182,3.005757575757576,0.06060606060606061
greedy,MinDistance,5x5x5,24,False,2,1,2,4.88,0.5,2.44,1.0
greedy,MinRotation,5x5x5,24,False,2,1,2,4.88,0.5,2.44,1.0
greedy,MaxInformation,5x5x5,24,False,2,1,2,48.78,0.5,24.39,1.0
exact_solver,MinDistance,5x5x5,24,False,4,2,4,6.5,0.5,1.625,1.0
exact_solver,MinRotation,5x5x5,24,False,3,0,3,5.69,0.0,1.8966666666666667,1.0
exact_solver,MaxInformation,5x5x5,24,False,16,127,3,63.41,7.9375,3.963125,0.1875
global_sat,MinDistance,5x5x5,24,False,3,3,3,5.69,1.0,1.8966666666666667,1.0
global_sat,MinRotation,5x5x5,24,False,3,3,3,5.69,1.0,1.8966666666666667,1.0
global_sat,MaxInformation,5x5x5,24,False,3,3,3,5.69,1.0,1.8966666666666667,1.0
partitioned_sat,MinDistance,5x5x5,24,False,3,3,3,5.69,1.0,1.8966666666666667,1.0
partitioned_sat,MinRotation,5x5x5,24,False,3,4,3,5.69,1.3333333333333333,1.8966666666666667,1.0
partitioned_sat,MaxInformation,5x5x5,24,False,3,3,3,5.69,1.0,1.8966666666666667,1.0
scip_solver,MinDistance,5x5x5,24,True,43,11916,2,100.0,277.1162790697674,2.3255813953488373,0.046511627906976744
scip_solver,MinRotation,5x5x5,24,False,3,184,3,5.69,61.333333333333336,1.8966666666666667,1.0
scip_solver,MaxInformation,5x5x5,24,True,58,18085,1,100.0,311.8103448275862,1.7241379310344827,0.017241379310344827
greedy,MinDistance,5x5x5,25,False,4,2,4,40.65,0.5,10.1625,1.0
greedy,MinRotation,5x5x5,25,False,13,4,13,56.1,0.3076923076923077,4.315384615384615,1.0
greedy,MaxInformation,5x5x5,25,False,18,5,18,64.23,0.2777777777777778,3.5683333333333334,1.0
exact_solver,MinDistance,5x5x5,25,False,23,317,2,91.87,13.782608695652174,3.994347826086957,0.08695652173913043
exact_solver,MinRotation,5x5x5,25,False,29,257,2,91.87,8.862068965517242,3.1679310344827587,0.06896551724137931
exact_solver,MaxInformation,5x5x5,25,False,37,382,3,86.99,10.324324324324325,2.351081081081081,0.08108108108108109
global_sat,MinDistance,5x5x5,25,True,33,1223,1,100.0,37.06060606060606,3.0303030303030303,0.030303030303030304
global_sat,MinRotation,5x5x5,25,True,36,789,1,100.0,21.916666666666668,2.7777777777777777,0.027777777777777776
global_sat,MaxInformation,5x5x5,25,True,35,1443,1,100.0,41.22857142857143,2.857142857142857,0.02857142857142857
partitioned_sat,MinDistance,5x5x5,25,True,32,584,1,100.0,18.25,3.125,0.03125
partitioned_sat,MinRotation,5x5x5,25,True,36,225,1,100.0,6.25,2.7777777777777777,0.027777777777777776
partitioned_sat,MaxInformation,5x5x5,25,True,35,986,1,100.0,28.17142857142857,2.857142857142857,0.02857142857142857
scip_solver,MinDistance,5x5x5,25,True,32,7361,1,100.0,230.03125,3.125,0.03125
scip_solver,MinRotation,5x5x5,25,True,31,7829,1,100.0,252.5483870967742,3.225806451612903,0.03225806451612903
scip_solver,MaxInformation,5x5x5,25,True,55,16674,1,100.0,303.1636363636364,1.8181818181818181,0.01818181818181818
greedy,MinDistance,5x5x5,26,False,18,5,18,58.54,0.2777777777777778,3.252222222222222,1.0
greedy,MinRotation,5x5x5,26,False,18,5,18,58.54,0.2777777777777778,3.252222222222222,1.0
greedy,MaxInformation,5x5x5,26,False,2,1,2,43.09,0.5,21.545,1.0
exact_solver,MinDistance,5x5x5,26,False,47,724,2,98.37,15.404255319148936,2.0929787234042556,0.0425531914893617
exact_solver,MinRotation,5x5x5,26,False,52,682,2,98.37,13.115384615384615,1.8917307692307692,0.038461538461538464
exact_solver,MaxInformation,5x5x5,26,False,7,30,5,47.15,4.285714285714286,6.735714285714286,0.7142857142857143
global_sat,MinDistance,5x5x5,26,True,53,2028,1,100.0,38.264150943396224,1.8867924528301887,0.018867924528301886
global_sat,MinRotation,5x5x5,26,True,48,1469,1,100.0,30.604166666666668,2.0833333333333335,0.020833333333333332
global_sat,MaxInformation,5x5x5,26,True,61,3162,1,100.0,51.83606557377049,1.639344262295082,0.01639344262295082
partitioned_sat,MinDistance,5x5x5,26,True,55,955,1,100.0,17.363636363636363,1.8181818181818181,0.01818181818181818
partitioned_sat,MinRotation,5x5x5,26,True,53,524,1,100.0,9.88679245283019,1.8867924528301887,0.018867924528301886
partitioned_sat,MaxInformation,5x5x5,26,True,64,4110,1,100.0,64.21875,1.5625,0.015625
scip_solver,MinDistance,5x5x5,26,True,49,13315,1,100.0,271.734693877551,2.0408163265306123,0.02040816326530612
scip_solver,MinRotation,5x5x5,26,True,48,12249,1,100.0,255.1875,2.0833333333333335,0.020833333333333332
scip_solver,MaxInformation,5x5x5,26,True,27,6741,1,100.0,249.66666666666666,3.7037037037037037,0.037037037037037035
greedy,MinDistance,5x5x5,27,False,13,3,13,85.37,0.23076923076923078,6.566923076923077,1.0
greedy,MinRotation,5x5x5,27,False,13,3,13,85.37,0.23076923076923078,6.566923076923077,1.0
greedy,MaxInformation,5x5x5,27,False,13,3,13,92.68,0.23076923076923078,7.1292307692307695,1.0
exact_solver,MinDistance,5x5x5,27,False,21,298,3,95.12,14.19047619047619,4.52952380952381,0.14285714285714285
exact_solver,MinRotation,5x5x5,27,False,2,0,2,4.88,0.0,2.44,1.0
exact_solver,MaxInformation,5x5x5,27,False,23,263,2,99.19,11.434782608695652,4.312608695652174,0.08695652173913043
global_sat,MinDistance,5x5x5,27,False,2,1,2,4.88,0.5,2.44,1.0
global_sat,MinRotation,5x5x5,27,False,2,1,2,4.88,0.5,2.44,1.0
global_sat,MaxInformation,5x5x5,27,False,2,1,2,4.88,0.5,2.44,1.0
partitioned_sat,MinDistance,5x5x5,27,False,2,1,2,4.88,0.5,2.44,1.0
partitioned_sat,MinRotation,5x5x5,27,False,2,1,2,4.88,0.5,2.44,1.0
partitioned_sat,MaxInformation,5x5x5,27,False,2,1,2,4.88,0.5,2.44,1.0
scip_solver,MinDistance,5x5x5,27,True,23,5177,2,100.0,225.08695652173913,4.3478260869565215,0.08695652173913043
scip_solver,MinRotation,5x5x5,27,False,2,87,2,4.88,43.5,2.44,1.0
scip_solver,MaxInformation,5x5x5,27,True,21,4605,1,100.0,219.28571428571428,4.761904761904762,0.047619047619047616
greedy,MinDistance,5x5x5,28,False,8,3,8,44.72,0.375,5.59,1.0
greedy,MinRotation,5x5x5,28,False,8,2,8,44.72,0.25,5.59,1.0
greedy,MaxInformation,5x5x5,28,False,4,3,4,40.65,0.75,10.1625,1.0
exact_solver,MinDistance,5x5x5,28,False,31,294,3,94.31,9.483870967741936,3.0422580645161292,0.0967741935483871
exact_solver,MinRotation,5x5x5,28,False,30,281,2,93.5,9.366666666666667,3.1166666666666667,0.06666666666666667
exact_solver,MaxInformation,5x5x5,28,False,42,571,3,95.93,13.595238095238095,2.284047619047619,0.07142857142857142
global_sat,MinDistance,5x5x5,28,True,38,1275,1,100.0,33.55263157894737,2.6315789473684212,0.02631578947368421
global_sat,MinRotation,5x5x5,28,True,36,1059,1,100.0,29.416666666666668,2.7777777777777777,0.027777777777777776
global_sat,MaxInformation,5x5x5,28,True,41,1971,1,100.0,48.073170731707314,2.4390243902439024,0.024390243902439025
partitioned_sat,MinDistance,5x5x5,28,True,39,750,1,100.0,19.23076923076923,2.5641025641025643,0.02564102564102564
partitioned_sat,MinRotation,5x5x5,28,True,38,357,1,100.0,9.394736842105264,2.6315789473684212,0.02631578947368421
partitioned_sat,MaxInformation,5x5x5,28,True,40,1596,1,100.0,39.9,2.5,0.025
scip_solver,MinDistance,5x5x5,28,True,36,8958,1,100.0,248.83333333333334,2.7777777777777777,0.027777777777777776
scip_solver,MinRotation,5x5x5,28,True,33,7782,1,100.0,235.8181818181818,3.0303030303030303,0.030303030303030304
scip_solver,MaxInformation,5x5x5,28,True,56,17825,1,100.0,318.30357142857144,1.7857142857142858,0.017857142857142856
greedy,MinDistance,5x5x5,29,False,2,1,2,13.01,0.5,6.505,1.0
greedy,MinRotation,5x5x5,29,False,2,1,2,13.01,0.5,6.505,1.0
greedy,MaxInformation,5x5x5,29,False,17,5,17,86.18,0.29411764705882354,5.069411764705883,1.0
exact_solver,MinDistance,5x5x5,29,False,4,4,4,14.63,1.0,3.6575,1.0
exact_solver,MinRotation,5x5x5,29,False,2,1,2,13.01,0.5,6.505,1.0
exact_solver,MaxInformation,5x5x5,29,False,24,317,5,91.87,13.208333333333334,3.827916666666667,0.20833333333333334
global_sat,MinDistance,5x5x5,29,True,46,1594,1,100.0,34.65217391304348,2.1739130434782608,0.021739130434782608
global_sat,MinRotation,5x5x5,29,True,44,956,1,100.0,21.727272727272727,2.272727272727273,0.022727272727272728
global_sat,MaxInformation,5x5x5,29,True,47,2482,1,100.0,52.808510638297875,2.127659574468085,0.02127659574468085
partitioned_sat,MinDistance,5x5x5,29,True,44,1088,1,100.0,24.727272727272727,2.272727272727273,0.022727272727272728
partitioned_sat,MinRotation,5x5x5,29,True,39,644,1,100.0,16.512820512820515,2.5641025641025643,0.02564102564102564
partitioned_sat,MaxInformation,5x5x5,29,True,48,2065,1,100.0,43.020833333333336,2.0833333333333335,0.020833333333333332
scip_solver,MinDistance,5x5x5,29,True,43,10313,1,100.0,239.8372093023256,2.3255813953488373,0.023255813953488372
scip_solver,MinRotation,5x5x5,29,True,39,8133,1,100.0,208.53846153846155,2.5641025641025643,0.02564102564102564
scip_solver,MaxInformation,5x5x5,29,True,33,8426,1,100.0,255.33333333333334,3.0303030303030303,0.030303030303030304
greedy,MinDistance,6x6x6,0,False,2,4,2,39.33,2.0,19.665,1.0
greedy,MinRotation,6x6x6,0,False,2,3,2,39.33,1.5,19.665,1.0
greedy,MaxInformation,6x6x6,0,False,9,17,9,64.61,1.8888888888888888,7.178888888888888,1.0
exact_solver,MinDistance,6x6x6,0,False,50,1236,3,93.82,24.72,1.8763999999999998,0.06
exact_solver,MinRotation,6x6x6,0,False,49,1052,4,93.82,21.46938775510204,1.9146938775510203,0.08163265306122448
exact_solver,MaxInformation,6x6x6,0,False,40,774,5,80.9,19.35,2.0225,0.125
global_sat,MinDistance,6x6x6,0,True,55,6112,1,100.0,111.12727272727273,1.8181818181818181,0.01818181818181818
global_sat,MinRotation,6x6x6,0,True,56,3663,1,100.0,65.41071428571429,1.7857142857142858,0.017857142857142856
global_sat,MaxInformation,6x6x6,0,True,54,6345,1,100.0,117.5,1.8518518518518519,0.018518518518518517
partitioned_sat,MinDistance,6x6x6,0,True,53,3074,1,100.0,58.0,1.8867924528301887,0.018867924528301886
